Format,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10w,player_name,player_country,batsman_bowling_style,batsman_playing_role
List A,132,131,6505,5930,252,7/57,7/57,23.53,5.46,25.8,14,5,0,Mohammed Shami Career Stats,India,Right arm Fast,Bowler
T20s,156,156,3363,4604,190,4/11,4/11,24.23,8.21,17.7,3,0,0,Mohammed Shami Career Stats,India,Right arm Fast,Bowler
ODIs,6,5,241,184,10,5/37,5/37,18.4,4.58,24.1,1,1,0,Arshdeep Singh Career Stats,India,Left arm Medium fast,Bowler
T20Is,42,42,851,1234,59,4/37,4/37,20.91,8.7,14.4,1,0,0,Arshdeep Singh Career Stats,India,Left arm Medium fast,Bowler
FC,12,20,2190,1139,38,5/33,5/48,29.97,3.12,57.6,1,1,0,Arshdeep Singh Career Stats,India,Left arm Medium fast,Bowler
List A,23,21,1059,834,31,5/37,5/37,26.9,4.72,34.1,2,1,0,Arshdeep Singh Career Stats,India,Left arm Medium fast,Bowler
T20s,116,116,2420,3395,142,5/32,5/32,23.9,8.41,17.0,3,1,0,Arshdeep Singh Career Stats,India,Left arm Medium fast,Bowler
ODIs,24,24,1161,996,25,3/27,3/27,39.84,5.14,46.4,0,0,0,Roelof van der Merwe Career Stats,Netherlands,Right hand Bat,Slow Left arm Orthodox
T20Is,52,50,997,1070,56,4/35,4/35,19.1,6.43,17.8,1,0,0,Roelof van der Merwe Career Stats,Netherlands,Right hand Bat,Slow Left arm Orthodox
FC,80,124,10252,5069,150,5/174,8/104,33.79,2.96,68.3,8,1,0,Roelof van der Merwe Career Stats,Netherlands,Right hand Bat,Slow Left arm Orthodox
List A,196,184,8563,6992,256,5/26,5/26,27.31,4.89,33.4,12,4,0,Roelof van der Merwe Career Stats,Netherlands,Right hand Bat,Slow Left arm Orthodox
T20s,321,305,5969,7221,299,6/20,6/20,24.15,7.25,19.9,3,2,0,Roelof van der Merwe Career Stats,Netherlands,Right hand Bat,Slow Left arm Orthodox
ODIs,4,4,199,221,1,1/51,1/51,221.0,6.66,199.0,0,0,0,Tim Pringle Career Stats,Netherlands,Slow Left arm Orthodox,Allrounder
T20Is,13,13,246,240,7,1/10,1/10,34.28,5.85,35.1,0,0,0,Tim Pringle Career Stats,Netherlands,Slow Left arm Orthodox,Allrounder
FC,4,8,888,558,15,3/83,4/127,37.2,3.77,59.2,0,0,0,Tim Pringle Career Stats,Netherlands,Slow Left arm Orthodox,Allrounder
List A,17,16,811,725,12,3/21,3/21,60.41,5.36,67.5,0,0,0,Tim Pringle Career Stats,Netherlands,Slow Left arm Orthodox,Allrounder
T20s,23,22,432,456,17,3/23,3/23,26.82,6.33,25.4,0,0,0,Tim Pringle Career Stats,Netherlands,Slow Left arm Orthodox,Allrounder
ODIs,33,33,1713,1612,46,4/24,4/24,35.04,5.64,37.2,3,0,0,Logan van Beek Career Stats,Netherlands,Right arm Medium fast,Bowler
T20Is,23,21,376,492,21,4/27,4/27,23.42,7.85,17.9,1,0,0,Logan van Beek Career Stats,Netherlands,Right arm Medium fast,Bowler
FC,72,131,11368,6265,196,6/46,11/153,31.96,3.3,58.0,7,8,2,Logan van Beek Career Stats,Netherlands,Right arm Medium fast,Bowler
List A,136,132,5987,5729,176,6/18,6/18,32.55,5.74,34.0,6,1,0,Logan van Beek Career Stats,Netherlands,Right arm Medium fast,Bowler
T20s,145,139,2596,3702,137,4/15,4/15,27.02,8.55,18.9,3,0,0,Logan van Beek Career Stats,Netherlands,Right arm Medium fast,Bowler
ODIs,19,19,1047,753,32,3/23,3/23,23.53,4.31,32.7,0,0,0,Fred Klaassen Career Stats,Netherlands,Left arm Fast medium,Bowler
T20Is,37,36,762,938,40,5/19,5/19,23.45,7.38,19.0,0,1,0,Fred Klaassen Career Stats,Netherlands,Left arm Fast medium,Bowler
FC,5,8,689,422,9,4/44,4/80,46.88,3.67,76.5,1,0,0,Fred Klaassen Career Stats,Netherlands,Left arm Fast medium,Bowler
List A,36,36,1813,1468,53,3/23,3/23,27.69,4.85,34.2,0,0,0,Fred Klaassen Career Stats,Netherlands,Left arm Fast medium,Bowler
T20s,103,102,2077,2894,112,5/19,5/19,25.83,8.36,18.5,2,1,0,Fred Klaassen Career Stats,Netherlands,Left arm Fast medium,Bowler
ODIs,22,22,1028,987,27,4/23,4/23,36.55,5.76,38.0,1,0,0,Paul van Meekeren Career Stats,Netherlands,Right arm Fast medium,Bowler
T20Is,58,56,1165,1358,64,4/11,4/11,21.21,6.99,18.2,2,0,0,Paul van Meekeren Career Stats,Netherlands,Right arm Fast medium,Bowler
FC,10,17,1669,1043,33,5/73,9/166,31.6,3.74,50.5,2,1,0,Paul van Meekeren Career Stats,Netherlands,Right arm Fast medium,Bowler
List A,89,87,3667,3415,113,5/48,5/48,30.22,5.58,32.4,2,1,0,Paul van Meekeren Career Stats,Netherlands,Right arm Fast medium,Bowler
T20s,98,95,1895,2465,90,4/11,4/11,27.38,7.8,21.0,2,0,0,Paul van Meekeren Career Stats,Netherlands,Right arm Fast medium,Bowler
Tests,6,2,42,35,0,-,-,-,5.00,-,0,0,0,Yasir Ali Career Stats,Bangladesh,Rabbi,Right hand Bat
ODIs,9,1,6,2,0,-,-,-,2.00,-,0,0,0,Yasir Ali Career Stats,Bangladesh,Rabbi,Right hand Bat
T20Is,11,-,-,-,-,-,-,-,-,-,-,-,-,Yasir Ali Career Stats,Bangladesh,Rabbi,Right hand Bat
FC,74,14,249,185,4,1/0,1/0,46.25,4.45,62.2,0,0,0,Yasir Ali Career Stats,Bangladesh,Rabbi,Right hand Bat
List A,102,7,86,101,1,1/31,1/31,101.00,7.04,86.0,0,0,0,Yasir Ali Career Stats,Bangladesh,Rabbi,Right hand Bat
T20s,88,2,12,23,0,-,-,-,11.50,-,0,0,0,Yasir Ali Career Stats,Bangladesh,Rabbi,Right hand Bat
Tests,20,37,4001,2464,57,6/86,8/173,43.22,3.69,70.1,2,1,0,Ish Sodhi Career Stats,Zealand,Legbreak,Bowler
ODIs,51,48,2443,2251,63,6/39,6/39,35.73,5.52,38.7,1,1,0,Ish Sodhi Career Stats,Zealand,Legbreak,Bowler
T20Is,102,99,2119,2822,126,4/28,4/28,22.39,7.99,16.8,3,0,0,Ish Sodhi Career Stats,Zealand,Legbreak,Bowler
FC,94,160,17375,10160,306,7/30,12/62,33.2,3.5,56.7,12,17,2,Ish Sodhi Career Stats,Zealand,Legbreak,Bowler
List A,110,104,5349,4593,144,6/39,6/39,31.89,5.15,37.1,3,1,0,Ish Sodhi Career Stats,Zealand,Legbreak,Bowler
T20s,251,245,5226,6813,285,6/11,6/11,23.9,7.82,18.3,6,1,0,Ish Sodhi Career Stats,Zealand,Legbreak,Bowler
Tests,1,2,216,115,2,2/41,2/115,57.5,3.19,108.0,0,0,0,Brad Evans Career Stats,Zimbabwe,Right arm Fast,Allrounder
ODIs,15,14,524,521,13,5/54,5/54,40.07,5.96,40.3,0,1,0,Brad Evans Career Stats,Zimbabwe,Right arm Fast,Allrounder
T20Is,8,8,142,178,6,2/25,2/25,29.66,7.52,23.6,0,0,0,Brad Evans Career Stats,Zimbabwe,Right arm Fast,Allrounder
FC,18,30,2603,1313,49,5/25,6/34,26.79,3.02,53.1,4,1,0,Brad Evans Career Stats,Zimbabwe,Right arm Fast,Allrounder
List A,28,26,1056,987,26,5/54,5/54,37.96,5.6,40.6,1,2,0,Brad Evans Career Stats,Zimbabwe,Right arm Fast,Allrounder
T20s,23,21,430,501,26,5/24,5/24,19.26,6.99,16.5,1,1,0,Brad Evans Career Stats,Zimbabwe,Right arm Fast,Allrounder
Tests,56,5,96,61,1,1/29,1/29,61.00,3.81,96.0,0,0,0,Temba Bavuma Career Stats,Africa,Right arm Medium,Middle order Batter
ODIs,38,1,37,22,0,-,-,-,3.56,-,0,0,0,Temba Bavuma Career Stats,Africa,Right arm Medium,Middle order Batter
T20Is,36,-,-,-,-,-,-,-,-,-,-,-,-,Temba Bavuma Career Stats,Africa,Right arm Medium,Middle order Batter
FC,166,23,500,325,7,2/34,2/34,46.42,3.90,71.4,0,0,0,Temba Bavuma Career Stats,Africa,Right arm Medium,Middle order Batter
List A,129,2,40,26,0,-,-,-,3.90,-,0,0,0,Temba Bavuma Career Stats,Africa,Right arm Medium,Middle order Batter
T20s,115,-,-,-,-,-,-,-,-,-,-,-,-,Temba Bavuma Career Stats,Africa,Right arm Medium,Middle order Batter
Tests,54,-,-,-,-,-,-,-,-,-,-,-,-,Quinton de Kock Career Stats,Africa,Wicketkeeper,Wicketkeeper Batter
ODIs,155,-,-,-,-,-,-,-,-,-,-,-,-,Quinton de Kock Career Stats,Africa,Wicketkeeper,Wicketkeeper Batter
T20Is,80,-,-,-,-,-,-,-,-,-,-,-,-,Quinton de Kock Career Stats,Africa,Wicketkeeper,Wicketkeeper Batter
FC,84,1,6,9,0,-,-,-,9.00,-,0,0,0,Quinton de Kock Career Stats,Africa,Wicketkeeper,Wicketkeeper Batter
List A,196,-,-,-,-,-,-,-,-,-,-,-,-,Quinton de Kock Career Stats,Africa,Wicketkeeper,Wicketkeeper Batter
T20s,311,-,-,-,-,-,-,-,-,-,-,-,-,Quinton de Kock Career Stats,Africa,Wicketkeeper,Wicketkeeper Batter
ODIs,36,3,45,44,1,1/17,1/17,44.00,5.86,45.0,0,0,0,Rilee Rossouw Career Stats,Africa,Right arm Offbreak,Top order Batter
T20Is,29,-,-,-,-,-,-,-,-,-,-,-,-,Rilee Rossouw Career Stats,Africa,Right arm Offbreak,Top order Batter
FC,108,6,78,70,3,1/1,1/1,23.33,5.38,26.0,0,0,0,Rilee Rossouw Career Stats,Africa,Right arm Offbreak,Top order Batter
List A,158,6,93,87,1,1/17,1/17,87.00,5.61,93.0,0,0,0,Rilee Rossouw Career Stats,Africa,Right arm Offbreak,Top order Batter
T20s,312,6,34,32,3,1/3,1/3,10.66,5.64,11.3,0,0,0,Rilee Rossouw Career Stats,Africa,Right arm Offbreak,Top order Batter
ODIs,1,-,-,-,-,-,-,-,-,-,-,-,-,Tristan Stubbs Career Stats,Africa,Right arm Offbreak,Wicketkeeper
T20Is,17,1,6,20,0,-,-,-,20.00,-,0,0,0,Tristan Stubbs Career Stats,Africa,Right arm Offbreak,Wicketkeeper
FC,15,8,282,194,3,1/13,1/13,64.66,4.12,94.0,0,0,0,Tristan Stubbs Career Stats,Africa,Right arm Offbreak,Wicketkeeper
List A,26,11,276,242,6,2/29,2/29,40.33,5.26,46.0,0,0,0,Tristan Stubbs Career Stats,Africa,Right arm Offbreak,Wicketkeeper
T20s,59,15,159,236,6,2/6,2/6,39.33,8.90,26.5,0,0,0,Tristan Stubbs Career Stats,Africa,Right arm Offbreak,Wicketkeeper
Tests,35,13,249,130,2,2/27,2/27,65.0,3.13,124.5,0,0,0,Aiden Markram Career Stats,Africa,Right arm Offbreak,Opening Batter
ODIs,68,30,881,833,18,2/18,2/18,46.27,5.67,48.9,0,0,0,Aiden Markram Career Stats,Africa,Right arm Offbreak,Opening Batter
T20Is,39,18,222,306,10,3/21,3/21,30.6,8.27,22.2,0,0,0,Aiden Markram Career Stats,Africa,Right arm Offbreak,Opening Batter
FC,88,36,857,398,6,2/27,2/27,66.33,2.78,142.8,0,0,0,Aiden Markram Career Stats,Africa,Right arm Offbreak,Opening Batter
List A,122,61,1771,1605,45,4/45,4/45,35.66,5.43,39.3,1,0,0,Aiden Markram Career Stats,Africa,Right arm Offbreak,Opening Batter
T20s,128,58,730,888,30,3/21,3/21,29.6,7.29,24.3,0,0,0,Aiden Markram Career Stats,Africa,Right arm Offbreak,Opening Batter
ODIs,173,-,-,-,-,-,-,-,-,-,-,-,-,David Miller Career Stats,Africa,Right arm Offbreak,Middle order Batter
T20Is,116,-,-,-,-,-,-,-,-,-,-,-,-,David Miller Career Stats,Africa,Right arm Offbreak,Middle order Batter
FC,63,4,50,42,0,-,-,-,5.04,-,0,0,0,David Miller Career Stats,Africa,Right arm Offbreak,Middle order Batter
List A,276,-,-,-,-,-,-,-,-,-,-,-,-,David Miller Career Stats,Africa,Right arm Offbreak,Middle order Batter
T20s,456,3,18,31,0,-,-,-,10.33,-,0,0,0,David Miller Career Stats,Africa,Right arm Offbreak,Middle order Batter
Tests,6,10,556,414,15,4/51,6/89,27.6,4.46,37.0,1,0,0,Wayne Parnell Career Stats,Africa,Left hand Bat,Left arm Medium fast
ODIs,73,69,3224,3010,99,5/48,5/48,30.4,5.6,32.5,3,2,0,Wayne Parnell Career Stats,Africa,Left hand Bat,Left arm Medium fast
T20Is,56,55,1094,1513,59,5/30,5/30,25.64,8.29,18.5,1,1,0,Wayne Parnell Career Stats,Africa,Left hand Bat,Left arm Medium fast
FC,84,145,12635,7240,242,7/51,12/105,29.91,3.43,52.2,7,9,2,Wayne Parnell Career Stats,Africa,Left hand Bat,Left arm Medium fast
List A,187,181,8296,7496,248,6/51,6/51,30.22,5.42,33.4,6,5,0,Wayne Parnell Career Stats,Africa,Left hand Bat,Left arm Medium fast
T20s,280,274,5591,7463,291,5/30,5/30,25.64,8.0,19.2,5,1,0,Wayne Parnell Career Stats,Africa,Left hand Bat,Left arm Medium fast
Tests,5,1,12,11,0,-,-,-,5.5,-,0,0,0,Paul Stirling Career Stats,Ireland,Right arm Offbreak,Batting Allrounder
ODIs,159,76,2441,1942,43,6/55,6/55,45.16,4.77,56.7,1,1,0,Paul Stirling Career Stats,Ireland,Right arm Offbreak,Batting Allrounder
T20Is,134,42,546,679,20,3/21,3/21,33.95,7.46,27.3,0,0,0,Paul Stirling Career Stats,Ireland,Right arm Offbreak,Batting Allrounder
FC,73,56,2338,1118,27,2/21,3/31,41.40,2.86,86.5,0,0,0,Paul Stirling Career Stats,Ireland,Right arm Offbreak,Batting Allrounder
List A,255,120,3579,2978,71,6/55,6/55,41.94,4.99,50.4,2,1,0,Paul Stirling Career Stats,Ireland,Right arm Offbreak,Batting Allrounder
T20s,341,136,1760,2159,77,4/10,4/10,28.03,7.36,22.8,1,0,0,Paul Stirling Career Stats,Ireland,Right arm Offbreak,Batting Allrounder
Tests,7,1,6,8,0,-,-,-,8.00,-,0,0,0,Andy Balbirnie Career Stats,Ireland,Right arm Offbreak,Occasional Wicketkeeper
ODIs,106,3,60,68,2,1/26,1/26,34.00,6.80,30.0,0,0,0,Andy Balbirnie Career Stats,Ireland,Right arm Offbreak,Occasional Wicketkeeper
T20Is,98,-,-,-,-,-,-,-,-,-,-,-,-,Andy Balbirnie Career Stats,Ireland,Right arm Offbreak,Occasional Wicketkeeper
FC,38,17,627,262,13,4/23,5/23,20.15,2.50,48.2,1,0,0,Andy Balbirnie Career Stats,Ireland,Right arm Offbreak,Occasional Wicketkeeper
List A,145,6,96,112,2,1/26,1/26,56.00,7.00,48.0,0,0,0,Andy Balbirnie Career Stats,Ireland,Right arm Offbreak,Occasional Wicketkeeper
T20s,152,-,-,-,-,-,-,-,-,-,-,-,-,Andy Balbirnie Career Stats,Ireland,Right arm Offbreak,Occasional Wicketkeeper
Tests,4,-,-,-,-,-,-,-,-,-,-,-,-,Lorcan Tucker Career Stats,Ireland,Wicketkeeper,Wicketkeeper Batter
ODIs,49,-,-,-,-,-,-,-,-,-,-,-,-,Lorcan Tucker Career Stats,Ireland,Wicketkeeper,Wicketkeeper Batter
T20Is,62,-,-,-,-,-,-,-,-,-,-,-,-,Lorcan Tucker Career Stats,Ireland,Wicketkeeper,Wicketkeeper Batter
FC,19,-,-,-,-,-,-,-,-,-,-,-,-,Lorcan Tucker Career Stats,Ireland,Wicketkeeper,Wicketkeeper Batter
List A,95,-,-,-,-,-,-,-,-,-,-,-,-,Lorcan Tucker Career Stats,Ireland,Wicketkeeper,Wicketkeeper Batter
T20s,112,-,-,-,-,-,-,-,-,-,-,-,-,Lorcan Tucker Career Stats,Ireland,Wicketkeeper,Wicketkeeper Batter
Tests,4,4,84,83,0,-,-,-,5.92,-,0,0,0,Harry Tector Career Stats,Ireland,Right arm Offbreak,Middle order Batter
ODIs,43,7,192,200,3,1/5,1/5,66.66,6.25,64.0,0,0,0,Harry Tector Career Stats,Ireland,Right arm Offbreak,Middle order Batter
T20Is,67,8,132,134,7,2/17,2/17,19.14,6.09,18.8,0,0,0,Harry Tector Career Stats,Ireland,Right arm Offbreak,Middle order Batter
FC,16,15,1009,589,15,4/70,4/70,39.26,3.5,67.2,1,0,0,Harry Tector Career Stats,Ireland,Right arm Offbreak,Middle order Batter
List A,93,35,1132,1043,21,5/36,5/36,49.66,5.52,53.9,0,1,0,Harry Tector Career Stats,Ireland,Right arm Offbreak,Middle order Batter
T20s,107,25,384,440,19,4/21,4/21,23.15,6.87,20.2,1,0,0,Harry Tector Career Stats,Ireland,Right arm Offbreak,Middle order Batter
Tests,4,4,372,327,3,2/84,2/84,109.0,5.27,124.0,0,0,0,Curtis Campher Career Stats,Ireland,Right arm Medium fast,Allrounder
ODIs,35,29,988,967,28,4/37,4/37,34.53,5.87,35.2,1,0,0,Curtis Campher Career Stats,Ireland,Right arm Medium fast,Allrounder
T20Is,44,35,577,766,26,4/25,4/25,29.46,7.96,22.1,2,0,0,Curtis Campher Career Stats,Ireland,Right arm Medium fast,Allrounder
FC,6,6,473,392,4,2/84,2/84,98.0,4.97,118.2,0,0,0,Curtis Campher Career Stats,Ireland,Right arm Medium fast,Allrounder
List A,60,50,1983,1860,55,4/37,4/37,33.81,5.62,36.0,2,0,0,Curtis Campher Career Stats,Ireland,Right arm Medium fast,Allrounder
T20s,68,57,986,1441,49,4/25,4/25,29.4,8.76,20.1,2,0,0,Curtis Campher Career Stats,Ireland,Right arm Medium fast,Allrounder
Tests,2,3,369,233,3,2/63,2/121,77.66,3.78,123.0,0,0,0,George Dockrell Career Stats,Ireland,Slow Left arm Orthodox,Allrounder
ODIs,122,104,4772,3854,106,4/24,4/24,36.35,4.84,45.0,4,0,0,George Dockrell Career Stats,Ireland,Slow Left arm Orthodox,Allrounder
T20Is,128,89,1568,1878,83,4/20,4/20,22.62,7.18,18.8,1,0,0,George Dockrell Career Stats,Ireland,Slow Left arm Orthodox,Allrounder
FC,62,103,11836,5707,187,6/27,9/71,30.51,2.89,63.2,5,8,0,George Dockrell Career Stats,Ireland,Slow Left arm Orthodox,Allrounder
List A,189,162,7256,5889,175,5/21,5/21,33.65,4.86,41.4,6,3,0,George Dockrell Career Stats,Ireland,Slow Left arm Orthodox,Allrounder
T20s,207,162,2952,3572,159,4/20,4/20,22.46,7.26,18.5,1,0,0,George Dockrell Career Stats,Ireland,Slow Left arm Orthodox,Allrounder
ODIs,21,13,390,410,7,2/52,2/52,58.57,6.3,55.7,0,0,0,Gareth Delany Career Stats,Ireland,Legbreak Googly,Batting Allrounder
T20Is,64,50,861,1107,40,3/16,3/16,27.67,7.71,21.5,0,0,0,Gareth Delany Career Stats,Ireland,Legbreak Googly,Batting Allrounder
FC,5,5,390,193,5,3/48,4/106,38.6,2.96,78.0,0,0,0,Gareth Delany Career Stats,Ireland,Legbreak Googly,Batting Allrounder
List A,55,41,1410,1396,37,5/39,5/39,37.72,5.94,38.1,0,1,0,Gareth Delany Career Stats,Ireland,Legbreak Googly,Batting Allrounder
T20s,105,78,1293,1626,68,3/8,3/8,23.91,7.54,19.0,0,0,0,Gareth Delany Career Stats,Ireland,Legbreak Googly,Batting Allrounder
Tests,4,7,575,426,10,3/32,6/98,42.6,4.44,57.5,0,0,0,Mark Adair Career Stats,Ireland,Right hand Bat,Right arm Fast medium
ODIs,46,44,2043,1955,56,4/19,4/19,34.91,5.74,36.4,4,0,0,Mark Adair Career Stats,Ireland,Right hand Bat,Right arm Fast medium
T20Is,74,74,1571,2011,102,4/13,4/13,19.71,7.68,15.4,3,0,0,Mark Adair Career Stats,Ireland,Right hand Bat,Right arm Fast medium
FC,16,24,1834,1085,28,3/22,6/98,38.75,3.54,65.5,0,0,0,Mark Adair Career Stats,Ireland,Right hand Bat,Right arm Fast medium
List A,81,77,3585,3336,91,4/19,4/19,36.65,5.58,39.3,4,0,0,Mark Adair Career Stats,Ireland,Right hand Bat,Right arm Fast medium
T20s,107,105,2226,2814,141,4/13,4/13,19.95,7.58,15.7,5,0,0,Mark Adair Career Stats,Ireland,Right hand Bat,Right arm Fast medium
ODIs,44,44,2188,2124,70,5/46,5/46,30.34,5.82,31.2,2,1,0,Barry McCarthy Career Stats,Ireland,Right arm Fast medium,Bowler
T20Is,46,46,977,1416,46,4/30,4/30,30.78,8.69,21.2,2,0,0,Barry McCarthy Career Stats,Ireland,Right arm Fast medium,Bowler
FC,23,38,3432,2068,70,6/63,7/120,29.54,3.61,49.0,2,3,0,Barry McCarthy Career Stats,Ireland,Right arm Fast medium,Bowler
List A,72,70,3344,3026,116,6/39,6/39,26.08,5.42,28.8,3,2,0,Barry McCarthy Career Stats,Ireland,Right arm Fast medium,Bowler
T20s,79,77,1601,2324,85,4/12,4/12,27.34,8.7,18.8,5,0,0,Barry McCarthy Career Stats,Ireland,Right arm Fast medium,Bowler
Tests,1,1,114,113,1,1/113,1/113,113.0,5.94,114.0,0,0,0,Fionn Hand Career Stats,Ireland,Right arm Medium,Bowling Allrounder
T20Is,10,9,92,156,4,1/11,1/11,39.0,10.17,23.0,0,0,0,Fionn Hand Career Stats,Ireland,Right arm Medium,Bowling Allrounder
FC,5,5,474,352,5,2/50,3/147,70.4,4.45,94.8,0,0,0,Fionn Hand Career Stats,Ireland,Right arm Medium,Bowling Allrounder
List A,24,23,937,894,21,3/51,3/51,42.57,5.72,44.6,0,0,0,Fionn Hand Career Stats,Ireland,Right arm Medium,Bowling Allrounder
T20s,34,32,492,777,28,3/32,3/32,27.75,9.47,17.5,0,0,0,Fionn Hand Career Stats,Ireland,Right arm Medium,Bowling Allrounder
ODIs,36,34,1733,1757,56,6/36,6/36,31.37,6.08,30.9,3,1,0,Josh Little Career Stats,Ireland,Left arm Fast medium,Bowler
T20Is,63,62,1388,1749,72,4/23,4/23,24.29,7.56,19.2,2,0,0,Josh Little Career Stats,Ireland,Left arm Fast medium,Bowler
FC,6,8,441,320,6,3/95,3/95,53.33,4.35,73.5,0,0,0,Josh Little Career Stats,Ireland,Left arm Fast medium,Bowler
List A,58,55,2586,2443,79,6/36,6/36,30.92,5.66,32.7,3,1,0,Josh Little Career Stats,Ireland,Left arm Fast medium,Bowler
T20s,112,110,2349,2961,132,5/13,5/13,22.43,7.56,17.7,2,1,0,Josh Little Career Stats,Ireland,Left arm Fast medium,Bowler
ODIs,22,21,957,963,30,5/32,5/32,32.1,6.03,31.9,0,1,0,Hasan Mahmud Career Stats,Bangladesh,Right arm Fast medium,Bowler
T20Is,17,17,354,445,18,3/47,3/47,24.72,7.54,19.6,0,0,0,Hasan Mahmud Career Stats,Bangladesh,Right arm Fast medium,Bowler
FC,16,28,2654,1409,49,4/21,7/70,28.75,3.18,54.1,3,0,0,Hasan Mahmud Career Stats,Bangladesh,Right arm Fast medium,Bowler
List A,52,51,2499,2275,60,5/32,5/32,37.91,5.46,41.6,0,1,0,Hasan Mahmud Career Stats,Bangladesh,Right arm Fast medium,Bowler
T20s,53,53,1116,1482,56,4/32,4/32,26.46,7.96,19.9,1,0,0,Hasan Mahmud Career Stats,Bangladesh,Right arm Fast medium,Bowler
ODIs,2,-,-,-,-,-,-,-,-,-,-,-,-,Haider Ali Career Stats,Pakistan,Middle order Batter,NotAvailable
T20Is,35,-,-,-,-,-,-,-,-,-,-,-,-,Haider Ali Career Stats,Pakistan,Middle order Batter,NotAvailable
FC,24,2,24,31,0,-,-,-,7.75,-,0,0,0,Haider Ali Career Stats,Pakistan,Middle order Batter,NotAvailable
List A,46,-,-,-,-,-,-,-,-,-,-,-,-,Haider Ali Career Stats,Pakistan,Middle order Batter,NotAvailable
T20s,126,-,-,-,-,-,-,-,-,-,-,-,-,Haider Ali Career Stats,Pakistan,Middle order Batter,NotAvailable
ODIs,21,1,5,9,0,-,-,-,10.80,-,0,0,0,Asif Ali Career Stats,Pakistan,Right arm Offbreak,Middle order Batter
T20Is,58,-,-,-,-,-,-,-,-,-,-,-,-,Asif Ali Career Stats,Pakistan,Right arm Offbreak,Middle order Batter
FC,43,8,133,98,1,1/3,1/3,98.00,4.42,133.0,0,0,0,Asif Ali Career Stats,Pakistan,Right arm Offbreak,Middle order Batter
List A,90,7,70,92,3,2/10,2/10,30.66,7.88,23.3,0,0,0,Asif Ali Career Stats,Pakistan,Right arm Offbreak,Middle order Batter
T20s,283,3,42,53,4,2/27,2/27,13.25,7.57,10.5,0,0,0,Asif Ali Career Stats,Pakistan,Right arm Offbreak,Middle order Batter
ODIs,35,30,1519,1011,39,5/10,5/10,25.92,3.99,38.9,0,1,0,Simi Singh Career Stats,Ireland,"Right arm Offbreak, Legbreak Googly",Bowling Allrounder
T20Is,53,53,965,1225,44,3/9,3/9,27.84,7.61,21.9,0,0,0,Simi Singh Career Stats,Ireland,"Right arm Offbreak, Legbreak Googly",Bowling Allrounder
FC,13,18,1785,682,27,5/38,8/62,25.25,2.29,66.1,0,1,0,Simi Singh Career Stats,Ireland,"Right arm Offbreak, Legbreak Googly",Bowling Allrounder
List A,79,67,3239,2309,84,5/10,5/10,27.48,4.27,38.5,3,1,0,Simi Singh Career Stats,Ireland,"Right arm Offbreak, Legbreak Googly",Bowling Allrounder
T20s,90,89,1662,2019,91,4/18,4/18,22.18,7.28,18.2,2,0,0,Simi Singh Career Stats,Ireland,"Right arm Offbreak, Legbreak Googly",Bowling Allrounder
ODIs,16,-,-,-,-,-,-,-,-,-,-,-,-,Hazratullah Zazai Career Stats,Afghanistan,Slow Left arm Orthodox,Opening Batter
T20Is,38,-,-,-,-,-,-,-,-,-,-,-,-,Hazratullah Zazai Career Stats,Afghanistan,Slow Left arm Orthodox,Opening Batter
FC,17,6,82,68,3,1/10,1/10,22.66,4.97,27.3,0,0,0,Hazratullah Zazai Career Stats,Afghanistan,Slow Left arm Orthodox,Opening Batter
List A,35,-,-,-,-,-,-,-,-,-,-,-,-,Hazratullah Zazai Career Stats,Afghanistan,Slow Left arm Orthodox,Opening Batter
T20s,106,1,12,19,1,1/19,1/19,19.00,9.50,12.0,0,0,0,Hazratullah Zazai Career Stats,Afghanistan,Slow Left arm Orthodox,Opening Batter
ODIs,15,14,612,525,21,3/56,3/56,25.0,5.14,29.1,0,0,0,Fareed Ahmad Career Stats,Afghanistan,Left hand Bat,Left arm Fast medium
T20Is,28,27,507,714,35,3/14,3/14,20.4,8.44,14.4,0,0,0,Fareed Ahmad Career Stats,Afghanistan,Left hand Bat,Left arm Fast medium
FC,20,35,3025,1878,62,6/27,7/94,30.29,3.72,48.7,3,2,0,Fareed Ahmad Career Stats,Afghanistan,Left hand Bat,Left arm Fast medium
List A,41,40,1813,1573,41,3/24,3/24,38.36,5.2,44.2,0,0,0,Fareed Ahmad Career Stats,Afghanistan,Left hand Bat,Left arm Fast medium
T20s,61,60,1190,1664,64,3/14,3/14,26.0,8.38,18.5,0,0,0,Fareed Ahmad Career Stats,Afghanistan,Left hand Bat,Left arm Fast medium
ODIs,27,27,1188,1108,38,4/34,4/34,29.15,5.59,31.2,3,0,0,Fazalhaq Farooqi Career Stats,Afghanistan,Left arm Fast medium,Bowler
T20Is,24,24,544,590,27,3/11,3/11,21.85,6.5,20.1,0,0,0,Fazalhaq Farooqi Career Stats,Afghanistan,Left arm Fast medium,Bowler
FC,12,21,1261,794,22,6/26,7/50,36.09,3.77,57.3,0,1,0,Fazalhaq Farooqi Career Stats,Afghanistan,Left arm Fast medium,Bowler
List A,33,33,1473,1406,44,4/34,4/34,31.95,5.72,33.4,3,0,0,Fazalhaq Farooqi Career Stats,Afghanistan,Left arm Fast medium,Bowler
