Format,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100s,50s,4s,6s,Ct,St,player_name,player_country,batsman_batting_style,batsman_playing_role
ODIs,85,31,24,121,23*,17.28,133,90.97,0,0,13,3,27,0,Josh Hazlewood Career Stats,Australia,Left hand Bat,Bowler
T20Is,41,7,5,22,13*,11.0,14,157.14,0,0,2,1,8,0,Josh Hazlewood Career Stats,Australia,Left hand Bat,Bowler
FC,105,122,49,817,43*,11.19,1849,44.18,0,0,117,4,39,0,Josh Hazlewood Career Stats,Australia,Left hand Bat,Bowler
List A,137,52,32,228,30,11.4,317,71.92,0,0,18,5,40,0,Josh Hazlewood Career Stats,Australia,Left hand Bat,Bowler
T20s,96,19,15,64,13*,16.0,68,94.11,0,0,6,1,14,0,Josh Hazlewood Career Stats,Australia,Left hand Bat,Bowler
Tests,83,119,26,1992,99,21.41,3178,62.68,0,10,199,46,35,0,Mitchell Starc Career Stats,Australia,Left hand Bat,Bowler
ODIs,121,71,25,571,52*,12.41,719,79.41,0,1,42,14,44,0,Mitchell Starc Career Stats,Australia,Left hand Bat,Bowler
T20Is,58,19,9,94,14,9.4,93,101.07,0,0,4,2,15,0,Mitchell Starc Career Stats,Australia,Left hand Bat,Bowler
FC,134,173,44,2864,99,22.2,4682,61.17,0,13,298,60,63,0,Mitchell Starc Career Stats,Australia,Left hand Bat,Bowler
List A,152,87,33,739,52*,13.68,928,79.63,0,1,56,18,52,0,Mitchell Starc Career Stats,Australia,Left hand Bat,Bowler
T20s,121,41,20,206,29,9.8,217,94.93,0,0,15,2,37,0,Mitchell Starc Career Stats,Australia,Left hand Bat,Bowler
Tests,5,7,1,195,98,32.5,351,55.55,0,1,24,3,0,0,Ashton Agar Career Stats,Australia,Left hand Bat,Bowler
ODIs,22,18,5,322,48*,24.76,388,82.98,0,0,28,4,10,0,Ashton Agar Career Stats,Australia,Left hand Bat,Bowler
T20Is,47,28,5,277,29,12.04,273,101.46,0,0,19,9,31,0,Ashton Agar Career Stats,Australia,Left hand Bat,Bowler
FC,64,92,12,2271,114*,28.38,4273,53.14,3,12,274,23,23,0,Ashton Agar Career Stats,Australia,Left hand Bat,Bowler
List A,69,53,13,960,64,24.0,1065,90.14,0,1,70,31,32,0,Ashton Agar Career Stats,Australia,Left hand Bat,Bowler
T20s,142,100,28,1179,68,16.37,1028,114.68,0,1,80,45,75,0,Ashton Agar Career Stats,Australia,Left hand Bat,Bowler
ODIs,4,3,0,26,17,8.66,36,72.22,0,0,4,0,1,0,Binura Fernando Career Stats,Lanka,Right hand Bat,Bowler
T20Is,12,3,2,30,20,30.0,28,107.14,0,0,2,1,2,0,Binura Fernando Career Stats,Lanka,Right hand Bat,Bowler
FC,29,38,5,800,82,24.24,1336,59.88,0,5,84,30,7,0,Binura Fernando Career Stats,Lanka,Right hand Bat,Bowler
List A,51,30,9,303,61,14.42,346,87.57,0,1,20,15,8,0,Binura Fernando Career Stats,Lanka,Right hand Bat,Bowler
T20s,82,37,12,323,54,12.92,285,113.33,0,1,19,15,8,0,Binura Fernando Career Stats,Lanka,Right hand Bat,Bowler
ODIs,34,26,4,335,55*,15.22,386,86.78,0,1,20,16,13,0,Ruben Trumpelmann Career Stats,Namibia,Right hand Bat,Bowler
T20Is,19,10,7,88,25*,29.33,70,125.71,0,0,6,4,4,0,Ruben Trumpelmann Career Stats,Namibia,Right hand Bat,Bowler
FC,17,19,2,345,73,20.29,621,55.55,0,2,35,10,5,0,Ruben Trumpelmann Career Stats,Namibia,Right hand Bat,Bowler
List A,47,33,4,505,67,17.41,565,89.38,0,3,36,20,16,0,Ruben Trumpelmann Career Stats,Namibia,Right hand Bat,Bowler
T20s,24,13,8,106,25*,21.2,87,121.83,0,0,6,6,4,0,Ruben Trumpelmann Career Stats,Namibia,Right hand Bat,Bowler
ODIs,41,23,11,176,30,14.66,293,60.06,0,0,10,2,5,0,Bernard Scholtz Career Stats,Namibia,Right hand Bat,Bowler
T20Is,49,12,10,34,6*,17.0,46,73.91,0,0,3,0,10,0,Bernard Scholtz Career Stats,Namibia,Right hand Bat,Bowler
FC,102,170,54,1363,63,11.75,3712,36.71,0,3,175,4,23,0,Bernard Scholtz Career Stats,Namibia,Right hand Bat,Bowler
List A,157,90,33,556,30,9.75,982,56.61,0,0,34,8,17,0,Bernard Scholtz Career Stats,Namibia,Right hand Bat,Bowler
T20s,131,41,26,147,25*,9.8,174,84.48,0,0,7,3,20,0,Bernard Scholtz Career Stats,Namibia,Right hand Bat,Bowler
ODIs,14,8,6,9,2*,4.5,37,24.32,0,0,0,0,3,0,Ben Shikongo Career Stats,Namibia,Right hand Bat,Bowler
T20Is,26,1,0,0,0,0.0,1,0.0,0,0,0,0,8,0,Ben Shikongo Career Stats,Namibia,Right hand Bat,Bowler
FC,2,4,2,8,4*,4.0,68,11.76,0,0,0,0,0,0,Ben Shikongo Career Stats,Namibia,Right hand Bat,Bowler
List A,21,13,8,18,4*,3.6,65,27.69,0,0,0,0,4,0,Ben Shikongo Career Stats,Namibia,Right hand Bat,Bowler
T20s,33,1,0,0,0,0.0,1,0.0,0,0,0,0,12,0,Ben Shikongo Career Stats,Namibia,Right hand Bat,Bowler
ODIs,8,4,0,54,49,13.5,67,80.59,0,0,1,4,0,0,Timm van der Gugten Career Stats,Netherlands,Right hand Bat,Bowler
T20Is,42,12,4,109,40*,13.62,82,132.92,0,0,4,6,9,0,Timm van der Gugten Career Stats,Netherlands,Right hand Bat,Bowler
FC,80,109,35,1427,85*,19.28,2985,47.8,0,7,192,13,20,0,Timm van der Gugten Career Stats,Netherlands,Right hand Bat,Bowler
List A,67,38,12,415,49,15.96,459,90.41,0,0,33,13,10,0,Timm van der Gugten Career Stats,Netherlands,Right hand Bat,Bowler
T20s,120,50,19,442,48,14.25,325,136.0,0,0,21,25,33,0,Timm van der Gugten Career Stats,Netherlands,Right hand Bat,Bowler
ODIs,59,38,16,149,23,6.77,258,57.75,0,0,11,4,13,0,Zahoor Khan Career Stats,U.A.E.,Right hand Bat,Bowler
T20Is,57,9,5,11,6,2.75,23,47.82,0,0,1,0,8,0,Zahoor Khan Career Stats,U.A.E.,Right hand Bat,Bowler
FC,30,38,15,73,10*,3.17,260,28.07,0,0,6,0,5,0,Zahoor Khan Career Stats,U.A.E.,Right hand Bat,Bowler
List A,77,46,17,165,23,5.68,302,54.63,0,0,14,4,16,0,Zahoor Khan Career Stats,U.A.E.,Right hand Bat,Bowler
T20s,70,10,6,11,6,2.75,23,47.82,0,0,1,0,12,0,Zahoor Khan Career Stats,U.A.E.,Right hand Bat,Bowler
ODIs,16,16,0,387,84,24.18,668,57.93,0,4,35,4,8,0,Aryan Lakra Career Stats,U.A.E.,Left hand Bat,Bowler
T20Is,5,5,0,44,19,8.8,46,95.65,0,0,2,2,0,0,Aryan Lakra Career Stats,U.A.E.,Left hand Bat,Bowler
List A,16,16,0,387,84,24.18,668,57.93,0,4,35,4,8,0,Aryan Lakra Career Stats,U.A.E.,Left hand Bat,Bowler
T20s,5,5,0,44,19,8.8,46,95.65,0,0,2,2,0,0,Aryan Lakra Career Stats,U.A.E.,Left hand Bat,Bowler
Tests,30,45,0,554,86,12.31,1018,54.42,0,2,57,23,13,0,Alzarri Joseph Career Stats,Indies,Right hand Bat,Bowler
ODIs,66,39,16,400,49,17.39,555,72.07,0,0,28,18,22,0,Alzarri Joseph Career Stats,Indies,Right hand Bat,Bowler
T20Is,19,7,5,53,14*,26.5,53,100.0,0,0,3,3,6,0,Alzarri Joseph Career Stats,Indies,Right hand Bat,Bowler
FC,64,96,13,1229,89,14.8,2091,58.77,0,5,131,48,24,0,Alzarri Joseph Career Stats,Indies,Right hand Bat,Bowler
List A,88,53,19,544,51*,16.0,719,75.66,0,1,30,31,24,0,Alzarri Joseph Career Stats,Indies,Right hand Bat,Bowler
T20s,101,48,27,306,29*,14.57,289,105.88,0,0,22,14,38,0,Alzarri Joseph Career Stats,Indies,Right hand Bat,Bowler
ODIs,2,1,1,0,0*,-,1,0.0,0,0,0,0,0,0,Obed McCoy Career Stats,Indies,Left hand Bat,Bowler
T20Is,31,10,4,63,23*,10.50,55,114.54,0,0,6,4,4,0,Obed McCoy Career Stats,Indies,Left hand Bat,Bowler
FC,4,6,4,15,11*,7.50,28,53.57,0,0,2,1,3,0,Obed McCoy Career Stats,Indies,Left hand Bat,Bowler
List A,20,13,6,70,14*,10.00,114,61.4,0,0,4,3,6,0,Obed McCoy Career Stats,Indies,Left hand Bat,Bowler
T20s,85,24,8,124,23*,7.75,119,104.2,0,0,10,8,18,0,Obed McCoy Career Stats,Indies,Left hand Bat,Bowler
ODIs,19,17,0,619,122,36.41,464,133.4,1,3,90,11,7,0,Phil Salt Career Stats,England,Right hand Bat,Wicketkeeper
T20Is,21,20,2,639,119,35.5,385,165.97,2,2,59,33,13,1,Phil Salt Career Stats,England,Right hand Bat,Wicketkeeper
FC,52,85,3,2749,148,33.52,3820,71.96,6,14,348,26,75,4,Phil Salt Career Stats,England,Right hand Bat,Wicketkeeper
List A,35,33,1,1113,137*,34.78,936,118.91,2,5,152,26,12,0,Phil Salt Career Stats,England,Right hand Bat,Wicketkeeper
T20s,216,210,16,5136,119,26.47,3356,153.03,2,32,553,191,105,13,Phil Salt Career Stats,England,Right hand Bat,Wicketkeeper
ODIs,7,6,1,92,30*,18.4,134,68.65,0,0,8,2,1,0,Tony Munyonga Career Stats,Zimbabwe,Right hand Bat,Allrounder
T20Is,14,11,2,135,44,15.0,138,97.82,0,0,7,2,5,0,Tony Munyonga Career Stats,Zimbabwe,Right hand Bat,Allrounder
FC,34,55,4,1527,95,29.94,3488,43.77,0,12,161,25,31,0,Tony Munyonga Career Stats,Zimbabwe,Right hand Bat,Allrounder
List A,45,39,6,990,153*,30.0,1092,90.65,1,6,86,32,14,0,Tony Munyonga Career Stats,Zimbabwe,Right hand Bat,Allrounder
T20s,36,32,6,566,79,21.76,429,131.93,0,2,35,31,12,0,Tony Munyonga Career Stats,Zimbabwe,Right hand Bat,Allrounder
Tests,4,8,0,104,35,13.0,230,45.21,0,0,11,0,10,2,Heinrich Klaasen Career Stats,Africa,Right hand Bat,Wicketkeeper
ODIs,54,50,7,1723,174,40.06,1496,115.17,4,6,151,60,46,6,Heinrich Klaasen Career Stats,Africa,Right hand Bat,Wicketkeeper
T20Is,43,39,7,722,81,22.56,489,147.64,0,4,59,33,25,3,Heinrich Klaasen Career Stats,Africa,Right hand Bat,Wicketkeeper
FC,85,135,19,5347,292,46.09,8405,63.61,12,24,640,105,272,23,Heinrich Klaasen Career Stats,Africa,Right hand Bat,Wicketkeeper
List A,125,117,18,4096,174,41.37,3833,106.86,8,20,325,134,131,18,Heinrich Klaasen Career Stats,Africa,Right hand Bat,Wicketkeeper
T20s,165,151,39,3524,104*,31.46,2425,145.31,2,20,243,166,82,30,Heinrich Klaasen Career Stats,Africa,Right hand Bat,Wicketkeeper
T20Is,5,5,2,49,15,16.33,56,87.5,0,0,3,1,0,0,Darwish Rasooli Career Stats,Afghanistan,Right hand Bat,Top order Batter
FC,23,37,4,2052,249,62.18,2753,74.53,6,8,222,37,24,0,Darwish Rasooli Career Stats,Afghanistan,Right hand Bat,Top order Batter
List A,49,45,7,1812,130*,47.68,2048,88.47,5,15,151,52,16,0,Darwish Rasooli Career Stats,Afghanistan,Right hand Bat,Top order Batter
T20s,40,37,8,836,78,28.82,631,132.48,0,7,61,43,17,3,Darwish Rasooli Career Stats,Afghanistan,Right hand Bat,Top order Batter
Tests,3,6,0,192,94,32.0,359,53.48,0,2,20,1,3,0,Fakhar Zaman Career Stats,Pakistan,Left hand Bat,Opening Batter
ODIs,82,81,6,3492,210*,46.56,3737,93.44,11,16,391,74,42,0,Fakhar Zaman Career Stats,Pakistan,Left hand Bat,Opening Batter
T20Is,76,69,3,1433,91,21.71,1118,128.17,0,8,143,48,40,0,Fakhar Zaman Career Stats,Pakistan,Left hand Bat,Opening Batter
FC,53,87,4,3111,205,37.48,5085,61.17,6,20,451,14,46,0,Fakhar Zaman Career Stats,Pakistan,Left hand Bat,Opening Batter
List A,150,148,8,6672,210*,47.65,7091,94.09,19,37,743,131,72,0,Fakhar Zaman Career Stats,Pakistan,Left hand Bat,Opening Batter
T20s,229,220,9,5976,115,28.32,4435,134.74,3,41,599,220,104,0,Fakhar Zaman Career Stats,Pakistan,Left hand Bat,Opening Batter
ODIs,31,31,0,906,110,29.22,1197,75.68,1,5,109,13,7,0,Vikramjit Singh Career Stats,Netherlands,Left hand Bat,Opening Batter
T20Is,8,8,0,76,39,9.5,88,86.36,0,0,6,2,0,0,Vikramjit Singh Career Stats,Netherlands,Left hand Bat,Opening Batter
List A,33,33,0,907,110,27.48,1221,74.28,1,5,109,13,10,0,Vikramjit Singh Career Stats,Netherlands,Left hand Bat,Opening Batter
T20s,8,8,0,76,39,9.5,88,86.36,0,0,6,2,0,0,Vikramjit Singh Career Stats,Netherlands,Left hand Bat,Opening Batter
ODIs,33,27,2,662,75*,26.48,783,84.54,0,2,64,10,39,4,Zane Green Career Stats,Namibia,Left hand Bat,Wicketkeeper Batter
T20Is,46,30,5,281,26,11.24,292,96.23,0,0,22,4,33,6,Zane Green Career Stats,Namibia,Left hand Bat,Wicketkeeper Batter
FC,25,48,3,664,65,14.75,1692,39.24,0,2,97,1,38,7,Zane Green Career Stats,Namibia,Left hand Bat,Wicketkeeper Batter
List A,69,62,5,1312,75*,23.01,1792,73.21,0,6,126,16,69,7,Zane Green Career Stats,Namibia,Left hand Bat,Wicketkeeper Batter
T20s,66,46,9,518,44,14.0,531,97.55,0,0,45,9,45,13,Zane Green Career Stats,Namibia,Left hand Bat,Wicketkeeper Batter
Tests,8,16,0,299,61,18.68,597,50.08,0,2,32,3,6,0,Danushka Gunathilaka Career Stats,Lanka,Dana,Right arm Offbreak
ODIs,47,46,1,1601,133,35.57,1844,86.82,2,11,172,20,14,0,Danushka Gunathilaka Career Stats,Lanka,Dana,Right arm Offbreak
T20Is,46,45,0,741,57,16.46,615,120.48,0,3,78,21,21,0,Danushka Gunathilaka Career Stats,Lanka,Dana,Right arm Offbreak
FC,56,91,2,2495,152,28.03,3899,63.99,3,13,310,44,62,0,Danushka Gunathilaka Career Stats,Lanka,Dana,Right arm Offbreak
List A,142,138,15,4628,133,37.62,5591,82.77,9,32,470,86,64,0,Danushka Gunathilaka Career Stats,Lanka,Dana,Right arm Offbreak
T20s,130,127,9,2915,102*,24.7,2288,127.4,1,17,309,96,48,0,Danushka Gunathilaka Career Stats,Lanka,Dana,Right arm Offbreak
Tests,20,32,16,50,21*,3.12,229,21.83,0,0,6,1,1,0,Ebadot Hossain Career Stats,Bangladesh,Right hand Bat,Bowler
ODIs,12,6,4,3,1*,1.50,14,21.42,0,0,0,0,1,0,Ebadot Hossain Career Stats,Bangladesh,Right hand Bat,Bowler
T20Is,4,-,-,-,-,-,-,-,-,-,-,-,0,0,Ebadot Hossain Career Stats,Bangladesh,Right hand Bat,Bowler
FC,50,71,28,144,21*,3.34,510,28.23,0,0,18,3,9,0,Ebadot Hossain Career Stats,Bangladesh,Right hand Bat,Bowler
List A,32,17,9,30,11,3.75,67,44.77,0,0,2,0,2,0,Ebadot Hossain Career Stats,Bangladesh,Right hand Bat,Bowler
T20s,53,14,11,27,9*,9.00,34,79.41,0,0,1,1,8,0,Ebadot Hossain Career Stats,Bangladesh,Right hand Bat,Bowler
ODIs,13,7,3,16,14,4.0,31,51.61,0,0,3,0,3,0,Brad Wheal Career Stats,Scotland,Right hand Bat,Bowler
T20Is,17,5,4,5,2*,5.0,8,62.5,0,0,0,0,6,0,Brad Wheal Career Stats,Scotland,Right hand Bat,Bowler
FC,46,57,21,402,46*,11.16,1531,26.25,0,0,51,1,15,0,Brad Wheal Career Stats,Scotland,Right hand Bat,Bowler
List A,32,19,8,80,18*,7.27,118,67.79,0,0,8,1,7,0,Brad Wheal Career Stats,Scotland,Right hand Bat,Bowler
T20s,56,12,7,31,16,6.2,35,88.57,0,0,4,0,13,0,Brad Wheal Career Stats,Scotland,Right hand Bat,Bowler
ODIs,77,53,24,540,40*,18.62,746,72.38,0,0,36,5,20,0,Safyaan Sharif Career Stats,Scotland,Right hand Bat,Bowler
T20Is,63,26,14,168,26,14.0,138,121.73,0,0,10,5,14,0,Safyaan Sharif Career Stats,Scotland,Right hand Bat,Bowler
FC,9,12,4,229,60,28.62,465,49.24,0,1,29,1,5,0,Safyaan Sharif Career Stats,Scotland,Right hand Bat,Bowler
List A,106,73,31,719,40*,17.11,1007,71.4,0,0,49,7,22,0,Safyaan Sharif Career Stats,Scotland,Right hand Bat,Bowler
T20s,86,33,18,220,26,14.66,184,119.56,0,0,12,6,17,0,Safyaan Sharif Career Stats,Scotland,Right hand Bat,Bowler
ODIs,61,40,13,522,47,19.33,631,82.72,0,0,45,7,16,0,Mark Watt Career Stats,Scotland,Left hand Bat,Bowler
T20Is,58,24,10,165,31*,11.78,135,122.22,0,0,17,2,13,0,Mark Watt Career Stats,Scotland,Left hand Bat,Bowler
FC,12,13,3,257,81*,25.7,467,55.03,0,2,31,3,4,0,Mark Watt Career Stats,Scotland,Left hand Bat,Bowler
List A,89,55,14,656,47,16.0,789,83.14,0,0,50,13,24,0,Mark Watt Career Stats,Scotland,Left hand Bat,Bowler
T20s,94,36,14,229,31*,10.4,201,113.93,0,0,22,4,20,0,Mark Watt Career Stats,Scotland,Left hand Bat,Bowler
ODIs,53,41,7,409,50,12.02,674,60.68,0,1,29,8,25,0,Ahmed Raza Career Stats,U.A.E.,Right hand Bat,Bowler
T20Is,55,20,10,122,22,12.2,147,82.99,0,0,3,5,20,0,Ahmed Raza Career Stats,U.A.E.,Right hand Bat,Bowler
FC,20,30,2,391,46,13.96,831,47.05,0,0,49,3,17,0,Ahmed Raza Career Stats,U.A.E.,Right hand Bat,Bowler
List A,107,80,16,764,50,11.93,1300,58.76,0,1,55,10,49,0,Ahmed Raza Career Stats,U.A.E.,Right hand Bat,Bowler
T20s,70,26,12,160,22,11.42,177,90.39,0,0,4,6,26,0,Ahmed Raza Career Stats,U.A.E.,Right hand Bat,Bowler
